"geometry",".tidygraph_node_index"
c(10.2000631, 56.1487223),NA
c(10.2010883, 56.1487452),NA
c(10.2020246, 56.1488407),NA
c(10.2021809, 56.1488567),NA
c(10.2031962, 56.1489612),NA
c(10.2033154, 56.1489692),338
c(10.2054187, 56.1563757),339
c(10.2055587, 56.1564064),NA
c(10.2063107, 56.1565636),NA
c(10.2068454, 56.1566173),340
c(10.2000703, 56.1486775),341
c(10.2082676, 56.1431238),343
c(10.2068708, 56.1426534),344
c(10.2081859, 56.1436673),345
c(10.2080366, 56.1434986),NA
c(10.2077052, 56.1431216),346
c(10.2043868, 56.1416998),347
c(10.2059034, 56.1421291),NA
c(10.207023, 56.1426118),348
c(10.20967, 56.1424322),349
c(10.2089004, 56.1431979),350
c(10.2056072, 56.1588326),351
c(10.2057798, 56.1588389),NA
c(10.2025171, 56.158575),NA
c(10.2022173, 56.1588305),NA
c(10.2035772, 56.1559648),352
c(10.2077925, 56.160443),353
c(10.1938904, 56.1594824),354
c(10.1941983, 56.158973),355
c(10.2048743, 56.1576573),356
c(10.2045673, 56.1576475),NA
c(10.2045109, 56.1576457),NA
c(10.2039149, 56.1576064),NA
c(10.2037669, 56.1576015),NA
c(10.202907, 56.1575819),357
c(10.2112896, 56.1955765),358
c(10.2112865, 56.1956754),NA
c(10.2101585, 56.1956777),NA
c(10.2094536, 56.1959295),NA
c(10.2093625028214, 56.1959679203129),359
c(10.215127, 56.1925548),360
c(10.2151205, 56.1924147),NA
c(10.2151521, 56.1919562),NA
c(10.2151536, 56.1918828),NA
c(10.2151512, 56.1918292),NA
c(10.2148079, 56.191159),NA
c(10.2147459, 56.1910758),NA
c(10.2142872, 56.1904278),361
c(10.218543, 56.1889305),362
c(10.2185481, 56.1889983),363
c(10.2091445, 56.1807875),364
c(10.2077397, 56.180829),NA
c(10.2062649, 56.1808678),NA
c(10.2052898, 56.1808951),NA
c(10.2045056, 56.1809171),NA
c(10.2028909, 56.1809558),NA
c(10.2007721, 56.1809979),NA
c(10.2000207, 56.1810284),NA
c(10.1987247, 56.1810526),365
c(10.2035048, 56.1835411),366
c(10.2035318, 56.1834815),NA
c(10.2035467, 56.1834434),NA
c(10.2036281, 56.1832331),NA
c(10.2036699, 56.1831244),NA
c(10.2036795, 56.1830994),NA
c(10.2037422, 56.1829359),NA
c(10.2037825, 56.1828308),NA
c(10.2039864, 56.1822992),NA
c(10.2041245, 56.1819406),NA
c(10.2042081, 56.1817237),NA
c(10.2042923, 56.1814955),NA
c(10.2043861, 56.1812412),NA
c(10.2060834, 56.1833611),368
c(10.2056728, 56.1829005),NA
c(10.205325, 56.1826965),NA
c(10.2049714, 56.1825325),NA
c(10.2047562, 56.1824625),NA
c(10.2020266, 56.1824247),NA
c(10.2007261, 56.1831414),369
c(10.2083724, 56.1830607),370
c(10.2083918, 56.1830176),NA
c(10.2084959, 56.1826679),NA
c(10.2094099, 56.1800154),NA
c(10.2096359, 56.1793702),NA
c(10.2096824, 56.1792387),NA
c(10.2099376, 56.1784689),NA
c(10.2101627, 56.1777831),NA
c(10.2103587, 56.1771731),NA
c(10.2105406, 56.1765675),NA
c(10.210551, 56.176493),NA
c(10.2105877, 56.17623),NA
c(10.210378, 56.1754999),371
c(10.2102215, 56.1748922),NA
c(10.2102288, 56.1747913),NA
c(10.2102317, 56.1747506),NA
c(10.2102473, 56.1746434),NA
c(10.210363, 56.1742983),NA
c(10.2105749, 56.1737059),NA
c(10.2106919, 56.1734115),372
c(10.2110412, 56.1725382),373
c(10.2111465, 56.1722701),NA
c(10.2113046, 56.171947),NA
c(10.2113872, 56.1717359),NA
c(10.2116192, 56.1711427),NA
c(10.2117853, 56.1707181),NA
c(10.211973, 56.1698873),374
c(10.2119385, 56.1697649),NA
c(10.2115852, 56.1694106),NA
c(10.210769, 56.1686987),NA
c(10.2101553, 56.1682252),375
c(10.2091161, 56.1696428),376
c(10.209343, 56.1693155),NA
c(10.2095747, 56.1690138),NA
c(10.2101151, 56.1682799),NA
c(10.208769, 56.1656511),377
c(10.2089539, 56.1656325),NA
c(10.21061, 56.1654676),NA
c(10.2111135, 56.1654065),NA
c(10.2114998, 56.1653573),NA
c(10.2117824, 56.1653092),378
c(10.2146016, 56.1637236),379
c(10.2148485, 56.1636107),380
c(10.2161187, 56.1633689),381
c(10.2159419, 56.1634086),NA
c(10.2151915, 56.1636212),NA
c(10.2150785, 56.1636532),NA
c(10.2149183, 56.1636803),382
c(10.2103664, 56.1633814),383
c(10.2102528, 56.1637875),384
c(10.2127027, 56.1654651),385
c(10.2129665, 56.1657453),NA
c(10.2134784, 56.1663871),NA
c(10.2140829, 56.1672277),NA
c(10.214461, 56.1677534),NA
c(10.2155086, 56.1691706),NA
c(10.2155789, 56.1692829),386
c(10.2159492, 56.1700199),NA
c(10.2160452, 56.1704658),NA
c(10.2160511, 56.1704934),NA
c(10.2160878, 56.1706638),NA
c(10.2161304, 56.170862),NA
c(10.2161743, 56.1710537),NA
c(10.2163227, 56.1717025),NA
c(10.2166686, 56.1728327),NA
c(10.2170222, 56.1736797),NA
c(10.2172686, 56.1743018),NA
c(10.2173561, 56.1745227),387
c(10.2149765, 56.1637691),388
c(10.2150515, 56.1639614),NA
c(10.2151474, 56.164173),389
c(10.1836555, 56.1781402),390
c(10.1894441, 56.1799624),391
c(10.1899132, 56.1800684),392
c(10.1913523, 56.1798138),NA
c(10.1914638, 56.1797926),NA
c(10.1930602, 56.1795068),NA
c(10.1934442, 56.1794373),NA
c(10.1942646, 56.1792933),NA
c(10.1943593, 56.1792772),NA
c(10.1953717, 56.1790912),NA
c(10.195976, 56.1789832),NA
c(10.1964919, 56.178891),NA
c(10.1966669, 56.1788582),NA
c(10.1970467, 56.1787878),NA
c(10.1975109, 56.1787017),NA
c(10.1979718, 56.1786162),NA
c(10.1983316, 56.1785524),NA
c(10.1984191, 56.1785362),NA
c(10.1986888, 56.1784909),NA
c(10.1987866, 56.1784745),NA
c(10.199173, 56.1784097),NA
c(10.1993281, 56.1783812),393
c(10.2030692, 56.1742731),394
c(10.2031414, 56.1742939),NA
c(10.2033962, 56.174388),NA
c(10.2035495, 56.1744435),395
c(10.2065794, 56.1741499),396
c(10.2071251, 56.1740922),NA
c(10.2077855, 56.1740146),NA
c(10.2089432, 56.1738785),NA
c(10.2127467, 56.1721429),NA
c(10.213454, 56.1720553),NA
c(10.2136552, 56.1720304),NA
c(10.2144236, 56.1719353),NA
c(10.2149997, 56.1718647),NA
c(10.2157903, 56.1717678),NA
c(10.2167907, 56.1716413),NA
c(10.2186773, 56.1713948),399
c(10.2099543, 56.1914196),400
c(10.2083902, 56.1917716),NA
c(10.2082343, 56.1918067),NA
c(10.2080282, 56.1918525),NA
c(10.2080104, 56.1918565),NA
c(10.207297, 56.192015),NA
c(10.206973, 56.1920884),NA
c(10.2058854, 56.1923347),NA
c(10.2055544, 56.1924076),NA
c(10.2054263, 56.1924358),401
c(10.2005302, 56.1891218),402
c(10.1999858, 56.1895805),NA
c(10.1987132726204, 56.1909070771432),403
c(10.2023862, 56.1846229),404
c(10.2017743, 56.1850248),NA
c(10.2015791, 56.1851529),NA
c(10.2014709, 56.185224),NA
c(10.2013775, 56.1852795),NA
c(10.201061, 56.1854676),NA
c(10.2003141, 56.1859122),NA
c(10.1996127, 56.1863093),NA
c(10.1987926, 56.1867284),NA
c(10.1974679, 56.1873282),NA
c(10.196952, 56.1875589),NA
c(10.1968589, 56.1876246),405
c(10.197314, 56.1722765),406
c(10.1973026, 56.1722104),NA
c(10.1967834, 56.1715416),NA
c(10.1962764, 56.1711034),NA
c(10.1962472, 56.1710864),NA
c(10.1955389, 56.1707901),NA
c(10.1953725, 56.1707418),NA
c(10.1946749, 56.1705172),NA
c(10.1940758, 56.1703171),NA
c(10.1930236, 56.1699096),NA
c(10.1928755, 56.1698523),NA
c(10.1922772, 56.1696066),NA
c(10.1915522, 56.1692789),NA
c(10.1912038, 56.1691071),NA
c(10.190584, 56.1688015),NA
c(10.1902034, 56.1686032),NA
c(10.1898187, 56.1683974),407
c(10.1953373, 56.1699434),408
c(10.1951603, 56.1700963),NA
c(10.1949914, 56.1702428),NA
c(10.1886169, 56.1737421),410
c(10.1885845, 56.1736738),NA
c(10.1883806, 56.1731973),NA
c(10.1882911, 56.1729886),NA
c(10.1881699, 56.1727061),NA
c(10.1881293, 56.1726148),NA
c(10.187974, 56.1722477),NA
c(10.1877833, 56.1718047),NA
c(10.1875146, 56.1711701),NA
c(10.1873267, 56.1707261),NA
c(10.1872586, 56.1705914),411
c(10.1912499, 56.1732898),412
c(10.1912244, 56.1732256),NA
c(10.1911185, 56.1729596),NA
c(10.1910097, 56.1726861),NA
c(10.190863, 56.1723571),NA
c(10.1907924, 56.1722004),NA
c(10.1907577, 56.1721276),NA
c(10.1906788, 56.1719512),NA
c(10.1906357, 56.1718573),NA
c(10.1906109, 56.1718033),NA
c(10.1904066, 56.1713607),413
c(10.2058987, 56.159157),NA
c(10.206001, 56.1595365),NA
c(10.2058843, 56.1600964),414
c(10.2084925, 56.1580222),415
c(10.2099326, 56.1577737),NA
c(10.2101566, 56.1577372),NA
c(10.2102658, 56.1577199),416
c(10.2099772, 56.1572274),417
c(10.2100961, 56.1574151),NA
c(10.1610747, 56.1220914),418
c(10.1614063, 56.1224133),NA
c(10.1614287, 56.1224279),NA
c(10.1616648, 56.12258),NA
c(10.1617192, 56.122615),419
c(10.1685977, 56.122228),420
c(10.1694186, 56.122178),NA
c(10.1697516, 56.1221538),421
c(10.1990115, 56.1446948),422
c(10.199012, 56.1447079),NA
c(10.1989839, 56.1448594),NA
c(10.198947, 56.1450214),423
c(10.1971899, 56.1824014),424
c(10.1973319, 56.182433),425
c(10.1829197, 56.1532973),426
c(10.1827941, 56.1533223),NA
c(10.1827263, 56.1533358),427
c(10.2131417, 56.1291628),428
c(10.2130744, 56.1297636),429
c(10.2071339, 56.1181704),430
c(10.2074541, 56.1181759),NA
c(10.2077329, 56.1181929),431
c(10.2066301, 56.1265131),NA
c(10.2071701, 56.1266022),NA
c(10.2083225, 56.1273067),NA
c(10.2085171, 56.1280668),NA
c(10.2085261, 56.1281223),NA
c(10.2085102, 56.1281947),NA
c(10.2084142, 56.1288143),NA
c(10.2085751, 56.1290076),NA
c(10.2089553, 56.1291996),NA
c(10.2090545, 56.129229),NA
c(10.2091518, 56.1292541),NA
c(10.2092411, 56.1292782),NA
c(10.2096709, 56.1293478),NA
c(10.2100873, 56.129368),NA
c(10.2106354, 56.1293879),NA
c(10.2111291, 56.1294059),433
c(10.1990862, 56.1443964),434
c(10.1993917, 56.1444269),NA
c(10.1635121, 56.1673502),435
c(10.1635931, 56.1673945),NA
c(10.1639306, 56.1676498),NA
c(10.1639952, 56.167765),NA
c(10.1639854, 56.1684157),NA
c(10.1639597, 56.1687318),NA
c(10.1639781, 56.1694131),NA
c(10.1639963, 56.1695121),NA
c(10.1640686, 56.1698165),NA
c(10.1641696, 56.1701152),NA
c(10.164385, 56.1706575),NA
c(10.164791, 56.1716818),436
c(10.2085682, 56.1182491),437
c(10.2086212, 56.1182931),438
c(10.1618175, 56.1226793),NA
c(10.1621074, 56.1228598),439
c(10.2009662, 56.1435929),NA
c(10.2012873, 56.143323),NA
c(10.20182, 56.1428796),NA
c(10.2021481, 56.142668),440
c(10.1985581, 56.1460893),NA
c(10.1988663, 56.1452445),NA
c(10.1985872, 56.1476229),NA
c(10.1999034, 56.1470602),442
c(10.1996206, 56.14261),443
c(10.2006287, 56.1427197),NA
c(10.2017069, 56.142837),NA
c(10.1732103, 56.1433381),445
c(10.173498, 56.1434294),446
c(10.1548461, 56.1409547),447
c(10.1548157, 56.1419035),NA
c(10.1572436, 56.1439249),NA
c(10.1540869, 56.1402079),448
c(10.1545542, 56.1403911),449
c(10.1708725, 56.1524127),NA
c(10.170266, 56.1522916),NA
c(10.1701777, 56.1522739),NA
c(10.169485, 56.1521356),NA
c(10.1688255, 56.1520045),NA
c(10.1681247, 56.1518668),NA
c(10.1656105, 56.1514049),451
c(10.1983392, 56.1495943),452
c(10.1977659, 56.1490957),453
c(10.1931621, 56.1485398),454
c(10.2107057, 56.1518378),455
c(10.210506, 56.1513661),456
c(10.2122846, 56.1533604),457
c(10.2122222, 56.1533185),NA
c(10.2121075, 56.1532415),458
c(10.2123571, 56.1426204),459
c(10.2130379, 56.1431631),NA
c(10.2135125, 56.1435709),NA
c(10.2135698, 56.1436169),NA
c(10.2141479, 56.1440773),NA
c(10.2149415, 56.1446969),NA
c(10.215114, 56.144842),NA
c(10.2164279, 56.1459035),NA
c(10.2182178, 56.1473271),NA
c(10.21863, 56.1476549),NA
c(10.2205145, 56.1492609),NA
c(10.2206756, 56.149442),NA
c(10.221243, 56.1500998),NA
c(10.2226061, 56.1516112),NA
c(10.2238417, 56.1530161),NA
c(10.2248712, 56.1541585),NA
c(10.2258132, 56.1552395),460
c(10.2111159, 56.1464368),461
c(10.2117826, 56.1461811),NA
c(10.2130473, 56.1456415),NA
c(10.2138525, 56.1453414),NA
c(10.214608, 56.1450423),NA
c(10.2084902, 56.141024),463
c(10.2098636, 56.1409846),NA
c(10.210129, 56.1410083),464
c(10.2109086, 56.1519206),465
c(10.2119256, 56.151991),466
c(10.2150936, 56.1505068),467
c(10.2150342, 56.1504519),NA
c(10.2144364, 56.1498351),NA
c(10.2132574, 56.1486415),NA
c(10.2128483, 56.1480848),468
c(10.2076789, 56.1403339),469
c(10.2090673, 56.1398963),NA
c(10.2102221, 56.1396143),NA
c(10.2118869, 56.1392113),NA
c(10.2147221, 56.1394931),NA
c(10.2161637, 56.1390241),NA
c(10.2168449, 56.1391652),NA
c(10.2181961, 56.1394968),NA
c(10.2186772, 56.1394609),NA
c(10.2187876, 56.139452),NA
c(10.218993, 56.1394037),NA
c(10.2191369, 56.1393201),NA
c(10.2192922, 56.1392144),NA
c(10.2192836, 56.1390667),NA
c(10.2189888, 56.1388444),NA
c(10.218276, 56.1385432),NA
c(10.218232, 56.1385056),NA
c(10.2181156, 56.1382238),470
c(10.2147815, 56.1608159),471
c(10.2145128, 56.1604028),NA
c(10.2144295, 56.1602705),472
c(10.2023335, 56.1669975),473
c(10.202239, 56.1671375),NA
c(10.202001, 56.167489),NA
c(10.2019065, 56.1675644),NA
c(10.2015335, 56.1677824),NA
c(10.2010654, 56.1680364),NA
c(10.2007333, 56.1682244),NA
c(10.2002595, 56.168549),474
c(10.2083642, 56.1656909),475
c(10.1996477, 56.1701374),476
c(10.2000403, 56.1701697),477
c(10.1981355, 56.1690609),478
c(10.1982642, 56.169056),NA
c(10.1985074, 56.1690403),NA
c(10.1988331, 56.1690859),479
c(10.1998898, 56.1685864),NA
c(10.1992664, 56.1686862),NA
c(10.1990513, 56.1687978),NA
c(10.1988026, 56.1691629),480
c(10.1998956, 56.1689909),NA
c(10.1998139, 56.1691428),NA
c(10.1997714, 56.1692669),NA
c(10.1997147, 56.1694504),NA
c(10.1996916, 56.1695362),NA
c(10.1996513, 56.1697754),NA
c(10.1998874, 56.1698229),481
c(10.2145764, 56.1602586),482
c(10.2146612, 56.1603974),NA
c(10.2150476, 56.1610766),483
c(10.2143863, 56.1602018),484
c(10.2143271, 56.1601067),485
c(10.1650256, 56.1664967),486
c(10.1649495, 56.1664263),487
c(10.1634129, 56.1672964),488
c(10.1632931, 56.1672933),NA
c(10.1632315, 56.1672657),NA
c(10.161505, 56.1668186),NA
c(10.1613149, 56.1667845),NA
c(10.1604428, 56.1666283),NA
c(10.1600406, 56.1665578),NA
c(10.159094, 56.1663848),NA
c(10.1582671, 56.1662156),489
c(10.1437841, 56.1534802),490
c(10.1719001, 56.121569),491
c(10.1726128, 56.1213933),NA
c(10.1728216, 56.1213418),NA
c(10.1744703, 56.1209137),NA
c(10.1746116, 56.1208774),NA
c(10.1748615, 56.1208177),NA
c(10.1756147, 56.1207919),NA
c(10.175919, 56.120802),NA
c(10.1762363, 56.1208054),NA
c(10.1767516, 56.1208137),NA
c(10.1779088, 56.1208296),492
c(10.2087229, 56.1264733),NA
c(10.2093056, 56.1271156),NA
c(10.2093413, 56.1271864),NA
c(10.2093603, 56.1272076),NA
c(10.2093725, 56.1272212),494
c(10.2156072, 56.161956),495
c(10.2180151, 56.1850019),496
c(10.2180012, 56.1848397),NA
c(10.2179506, 56.1842671),NA
c(10.2178836, 56.1835015),NA
c(10.2178374, 56.1822289),NA
c(10.2178446, 56.1821159),497
c(10.1440703, 56.1537745),498
c(10.1443185, 56.1540312),NA
c(10.1448952, 56.1542792),NA
c(10.1453518, 56.1543833),499
c(10.1676872, 56.1601464),500
c(10.1675545, 56.1602988),501
c(10.1633631, 56.1468147),502
c(10.1639061, 56.1465186),NA
c(10.1643893, 56.1462486),NA
c(10.1649837, 56.1459096),NA
c(10.1655205, 56.1455994),NA
c(10.1661546, 56.1452564),NA
c(10.1667402, 56.1448942),503
c(10.1746689, 56.1525974),504
c(10.1736994, 56.1523132),505
c(10.1723855, 56.161715),506
c(10.17247, 56.1616354),507
c(10.1798824, 56.1569014),508
c(10.1798702, 56.1569712),NA
c(10.1793155, 56.1575015),NA
c(10.1789091, 56.1579253),NA
c(10.1785192, 56.1583405),NA
c(10.1781423, 56.1587379),NA
c(10.1777409, 56.1591467),NA
c(10.1773428, 56.1595708),NA
c(10.1769477, 56.1599858),NA
c(10.1765484, 56.1604074),NA
c(10.175465, 56.1615274),NA
c(10.1745614, 56.1624897),509
c(10.1762969, 56.1576777),510
c(10.1783335, 56.1572117),NA
c(10.1779472, 56.1570977),NA
c(10.1774761, 56.1569587),513
c(10.1691569, 56.1650839),514
c(10.1691981, 56.1670342),NA
c(10.1690669, 56.167942),NA
c(10.1686439, 56.1705841),515
c(10.165103, 56.1454088),NA
c(10.1637529, 56.144825),NA
c(10.1630735, 56.1445859),NA
c(10.1626823, 56.1445231),517
c(10.1690062, 56.1455419),518
c(10.1674044, 56.1444626),NA
c(10.167357, 56.1444306),NA
c(10.166479, 56.1438274),519
c(10.1696138, 56.1607421),520
c(10.1697947, 56.1605196),NA
c(10.170188, 56.1600683),NA
c(10.170378, 56.1598596),NA
c(10.1707316, 56.1595853),521
c(10.1463172, 56.1538093),522
c(10.1461798, 56.1538148),NA
c(10.1461049, 56.1538178),NA
c(10.1459439, 56.1538138),NA
c(10.1458257, 56.1538062),NA
c(10.1457393, 56.1538008),NA
c(10.1455241, 56.1537784),NA
c(10.1454684, 56.1537726),NA
c(10.1452589, 56.1537508),523
c(10.2048503, 56.1715948),524
c(10.2048377, 56.171614),525
c(10.2045633, 56.1714208),526
c(10.2048387, 56.1710277),527
c(10.2038344, 56.1730989),528
c(10.2039235, 56.1731294),NA
c(10.2045716, 56.1732791),529
c(10.215135, 56.1623336),530
c(10.2143718, 56.1616104),NA
c(10.2139541, 56.1610688),NA
c(10.2137067, 56.1607728),531
c(10.2121902, 56.1607327),532
c(10.2122964, 56.1607897),533
c(10.2087245, 56.1592446),534
c(10.2087642, 56.1597555),NA
c(10.2088171, 56.160437),535
c(10.210203, 56.1595298),536
c(10.2099645, 56.1598462),NA
c(10.2099137, 56.1599136),NA
c(10.2098771, 56.1599622),NA
c(10.2097108, 56.1601925),NA
c(10.2096782, 56.160237),NA
c(10.2096454, 56.1602825),NA
c(10.2093472, 56.1606969),537
c(10.2112488, 56.1600063),538
c(10.2125747, 56.1595522),539
c(10.209434, 56.1588937),540
c(10.2096655, 56.1591265),NA
c(10.209795, 56.1592414),541
c(10.1953268, 56.143457),542
c(10.1961749, 56.1435074),NA
c(10.1963915, 56.1435227),NA
c(10.1965797, 56.1435383),543
c(10.2011772, 56.1432882),NA
c(10.2000701, 56.1431735),NA
c(10.1993814, 56.1431124),545
c(10.17599, 56.1566314),546
c(10.1769266, 56.1567048),547
c(10.1952404, 56.1549621),548
c(10.1970257, 56.1541781),549
c(10.1959288, 56.1554619),550
c(10.1966246, 56.1559755),551
c(10.1978626, 56.1546199),552
c(10.196841, 56.1550647),NA
c(10.1944545, 56.1466649),553
c(10.1939337, 56.1468948),NA
c(10.1937555, 56.1472746),554
c(10.1962919, 56.1496129),NA
c(10.1958053, 56.1496117),NA
c(10.1956947, 56.1497547),556
c(10.1974257, 56.1505553),NA
c(10.1976904, 56.1507807),NA
c(10.1979194, 56.1509887),NA
c(10.1979989, 56.1510609),NA
c(10.1980323, 56.1510972),NA
c(10.198398, 56.15145),NA
c(10.1984642, 56.1515169),NA
c(10.199039, 56.1520582),NA
c(10.1991904, 56.1522016),NA
c(10.1992384, 56.1522429),NA
c(10.1946027, 56.1545019),557
c(10.1989058, 56.1551717),558
c(10.2132637, 56.1178991),559
c(10.2133457, 56.1179076),NA
c(10.2136018, 56.1179342),NA
c(10.2144651, 56.1182804),560
c(10.1722897, 56.1178378),561
c(10.1724158, 56.1178605),562
c(10.210826, 56.1571448),NA
c(10.2110305, 56.1571222),NA
c(10.2116851, 56.1570556),563
c(10.2132985, 56.1581094),564
c(10.2125508, 56.1582718),NA
c(10.2124843, 56.1582863),565
c(10.1410238980823, 56.1475515652541),566
c(10.1423372, 56.147343),567
c(10.1420196, 56.1462103),NA
c(10.1419547, 56.1460597),NA
c(10.1416909, 56.1458334),568
c(10.2135766, 56.1629428),569
c(10.2139263, 56.1628076),NA
c(10.2143558, 56.1626334),NA
c(10.2130721, 56.1619041),570
c(10.212663, 56.161653),571
c(10.2133518, 56.1619429),573
c(10.2125294, 56.1618033),574
c(10.212671, 56.1618877),NA
c(10.2131192, 56.1619325),NA
c(10.2114679, 56.1565822),575
c(10.2107726, 56.1565366),NA
c(10.2103719, 56.1565988),NA
c(10.2100924, 56.1567076),NA
c(10.2098379, 56.1568102),NA
c(10.2096496, 56.1568796),576
c(10.1642886, 56.1591152),577
c(10.1663236, 56.1597327),NA
c(10.1689936, 56.1605519),NA
c(10.1699007, 56.1608302),578
c(10.1996605, 56.160174),579
c(10.1987927, 56.1600136),NA
c(10.1983341, 56.1599289),NA
c(10.208643, 56.1623215),580
c(10.2124215, 56.1625898),NA
c(10.2122555, 56.1625414),NA
c(10.2118009, 56.1623739),581
c(10.2162113, 56.1633423),582
c(10.2161111, 56.1632378),583
c(10.2170157, 56.1642074),584
c(10.217772, 56.1651645),585
c(10.2189186, 56.1687543),586
c(10.2127661, 56.1697551),587
c(10.2131751, 56.1704824),NA
c(10.2131684, 56.1706384),588
c(10.2076178, 56.172129),589
c(10.2075658, 56.1722316),NA
c(10.2074535, 56.1724534),NA
c(10.2073883, 56.1725567),NA
c(10.207182, 56.1725985),NA
c(10.2070008, 56.1725689),590
c(10.2147009, 56.170228),591
c(10.2142927, 56.172618),NA
c(10.2142431, 56.1728771),NA
c(10.2142153, 56.1730222),NA
c(10.214196, 56.1731227),592
c(10.2168912, 56.1698658),NA
c(10.2171203, 56.1698295),NA
c(10.2178865, 56.1697142),594
c(10.2153921, 56.174683),595
c(10.215388, 56.1741344),NA
c(10.2153559, 56.1739002),NA
c(10.215311, 56.1735773),596
c(10.2122921, 56.1737),597
c(10.2122218, 56.1738583),NA
c(10.2119813, 56.174477),NA
c(10.211832, 56.1748611),NA
c(10.2117139, 56.1753157),598
c(10.2112861, 56.1745439),NA
c(10.210981, 56.1745732),NA
c(10.2057698, 56.1761449),601
c(10.2057755, 56.1755633),NA
c(10.2060362, 56.1748764),NA
c(10.2062407, 56.1746029),NA
c(10.2066752, 56.173995),NA
c(10.2068374, 56.173733),NA
c(10.2069488, 56.1735347),602
c(10.2037663, 56.1744797),NA
c(10.2038585, 56.1744989),NA
c(10.2040152, 56.1745315),NA
c(10.2042311, 56.1745745),NA
c(10.2048055, 56.1746723),NA
c(10.2049582, 56.1746983),NA
c(10.2054969, 56.1747873),NA
c(10.2030258, 56.1743424),604
c(10.2028135, 56.1741726),605
c(10.2022817, 56.1743667),606
c(10.2024102, 56.1741189),NA
c(10.20243, 56.1740851),607
c(10.2092591, 56.1730583),608
c(10.2091711, 56.1730338),NA
c(10.2088061, 56.172932),609
c(10.2119017, 56.1616022),611
c(10.212358, 56.1618225),NA
c(10.2127634, 56.1620605),NA
c(10.2128649, 56.1621206),NA
c(10.2128312, 56.1615997),613
c(10.2128735, 56.1616251),NA
c(10.2132886, 56.1613055),615
c(10.2092329, 56.1565559),616
c(10.2093815, 56.1564801),NA
c(10.2098647, 56.1562263),NA
c(10.2101879, 56.1560628),617
c(10.2108746, 56.1562707),618
c(10.2110884, 56.1563342),NA
c(10.2114002, 56.1563751),619
c(10.2159084, 56.1516343),620
c(10.216102, 56.1517659),NA
c(10.2162345, 56.1518748),NA
c(10.216944, 56.1524581),NA
c(10.2171651, 56.1526399),NA
c(10.2177798, 56.1531499),NA
c(10.2187578, 56.1539614),NA
c(10.2187759, 56.1539764),NA
c(10.2196914, 56.1546784),NA
c(10.2198389, 56.154805),NA
c(10.2201226, 56.155205),621
c(10.2202803, 56.1560034),622
c(10.2193245, 56.1554096),NA
c(10.2190047, 56.1550082),NA
c(10.2181599, 56.1542004),NA
c(10.2171218, 56.1534087),623
c(10.2177455, 56.1522218),624
c(10.2179413, 56.1523486),NA
c(10.2195984, 56.1536583),NA
c(10.2204974, 56.1543801),NA
c(10.2211051, 56.1548731),625
c(10.2158102, 56.1510802),626
c(10.2185341, 56.1514879),NA
c(10.2132122, 56.1513756),627
c(10.2140272, 56.1511833),NA
c(10.2143186, 56.1508342),NA
c(10.2145305, 56.150595),NA
c(10.2088659, 56.1557677),629
c(10.2089007, 56.155741),NA
c(10.2096211, 56.1552819),NA
c(10.2102607, 56.1548928),NA
c(10.2112191, 56.1543688),NA
c(10.212314, 56.1534538),630
c(10.212566, 56.1564599),631
c(10.212546, 56.1563866),NA
c(10.2124524, 56.1545816),632
c(10.1530914, 56.1432096),633
c(10.153303, 56.1432438),634
c(10.210709, 56.1541373),635
